,Symbol,Name,Exchange,Country,Sector,Revenue,RevenueYoY,LastClose,PE
24,KUL:MUH,Multi-Usage Holdings Bhd,Bursa Malaysia,Malaysia,Real Estate,4911017.459361831,3.946492,0.1637567730283,7.02842
25,KUL:NAIM,Naim Holdings Bhd,Bursa Malaysia,Malaysia,Industrials,141913305.23780853,0.4346141,0.16255267910897,5.57023
26,KUL:NETX,NetX Holdings Bhd,Bursa Malaysia,Malaysia,Industrials,3587583.3835039134,,0.03612281757977,
27,KUL:OCR,OCR Group Bhd,Bursa Malaysia,Malaysia,Real Estate,17578410.59602649,-0.1083691,0.03371462974112,
28,KUL:PASDEC,PASDEC Holdings Berhad,Bursa Malaysia,Malaysia,Real Estate,10830858.51896448,0.4197612,0.08067429259482,2.54019
29,KUL:PNEPCB,PNE PCB Berhad,Bursa Malaysia,Malaysia,Technology,19260876.58037327,0.2282692,0.02046959662854,
30,KUL:POHKONG,Poh Kong Holdings Bhd,Bursa Malaysia,Malaysia,Consumer Cyclicals,217483443.70860928,0.2060604,0.19747140276942,9.15383
31,KUL:ROHAS,Rohas Tecnic Bhd,Bursa Malaysia,Malaysia,Industrials,79146923.54003613,-0.3069747,0.08187838651415,
32,KUL:SALCON,Salcon Bhd,Bursa Malaysia,Malaysia,Industrials,46754485.24984949,0.0149301,0.05298013245033,33.95062
33,KUL:SANICHI,Sanichi Technology Berhad,Bursa Malaysia,Malaysia,Industrials,5705423.239012643,0.1025756,0.00842865743528,
34,KUL:SAUDEE,Saudee Group Bhd,Bursa Malaysia,Malaysia,Consumer Non-Cyclicals,19453100.541842263,0.0288864,0.01806140878989,
35,KUL:SHL,SHL Consolidated Berhad,Bursa Malaysia,Malaysia,Real Estate,23311258.278145693,-0.2991652,0.47682119205298,15.13646
36,KUL:STAR,Star Media Group Bhd,Bursa Malaysia,Malaysia,Consumer Cyclicals,47300662.25165562,-0.3783005,0.08669476219145,
37,KUL:THRIVEN,Thriven Global Bhd,Bursa Malaysia,Malaysia,Real Estate,35409030.704394944,-0.3780414,0.0373269114991,
38,KUL:TOMEI,Tomei Consolidated Berhad,Bursa Malaysia,Malaysia,Consumer Cyclicals,133028537.025888,0.0343155,0.22757375075256,3.24274
39,KUL:VC,Vortex Consolidated Bhd,Bursa Malaysia,Malaysia,Technology,44754124.02167369,0.3015595,0.01806140878989,
40,KUL:VIZIONE,Vizione Holdings Bhd,Bursa Malaysia,Malaysia,Real Estate,,,0.03010234798314,
41,KUL:VSOLAR,Vsolar Group Bhd,Bursa Malaysia,Malaysia,Technology,1860806.742925948,1.777498,0.00361228175798,
42,KUL:WANGZNG,Wang Zheng Bhd,Bursa Malaysia,Malaysia,Basic Materials,58435207.70620108,-0.1128407,0.19385912101144,19.08035
43,KUL:WTHORSE,White Horse Berhad,Bursa Malaysia,Malaysia,Consumer Cyclicals,98745815.77363034,-0.2225483,0.17098133654425,
44,KUL:XDL,XIDELANG HOLDINGS LTD,Bursa Malaysia,China,Consumer Cyclicals,60819215.36612796,,0.01083681917684,
45,KUL:XOX,XOX Bhd,Bursa Malaysia,Malaysia,Technology,60550559.90367249,,0.00842865743528,
46,KUL:YB,YB Ventures Bhd,Bursa Malaysia,Malaysia,Consumer Cyclicals,22007099.337748345,-0.2264353,0.11077664057797,6.73204
47,KUL:YLI,YLI Holdings Bhd,Bursa Malaysia,Malaysia,Basic Materials,24846237.20650211,0.0623353,0.08669476219145,
48,KUL:YOCB,YOONG ONN CORPORATION BERHAD,Bursa Malaysia,Malaysia,Consumer Cyclicals,49526550.270921126,0.0195574,0.262492474413,7.48061
49,KUW:ASC,Automated Systems Co KPSC,Kuwait Stock Exchange,Kuwait,Technology,9944422.310756972,-0.1729068,0.32503320053121,
50,KUW:HAYATCOMM,Hayat Communications Co KSCP,Kuwait Stock Exchange,Kuwait,Technology,78978652.05843292,0.0649641,0.31474103585657,
1,KUW:PAPCO,Palms Agro Production Co KSCP,Kuwait Stock Exchange,Kuwait,Consumer Non-Cyclicals,11355444.887118192,0.1101424,0.23273572377158,
2,LIN:BAYERI1,Bayer SA,Lima Stock Exchange,Peru,Basic Materials,83862206.53675005,0.1246245,,
3,LIN:CAUCHOI1,Lima Caucho SA,Lima Stock Exchange,Peru,Consumer Cyclicals,6574911.769218965,-0.6663522,,
4,LIN:CHIQUIC1,Empresa Agraria Chiquitoy SA,Lima Stock Exchange,Peru,Consumer Non-Cyclicals,8591887.88297274,0.13175,,
5,LIN:CIAREQI1,Consorcio Industrial de Arequipa S.A.,Lima Stock Exchange,Peru,Consumer Non-Cyclicals,15110480.2823385,0.0627181,,
6,LIN:HIDROSI1,Hidrostal SA,Lima Stock Exchange,Peru,Industrials,31610403.559920207,-0.1805456,0.05626310674646,1.66679
7,LIN:IEQSAI1,Industrias Electroquimicas SA,Lima Stock Exchange,Peru,Basic Materials,95059011.12358405,-0.1677916,0.07908970303092,13.05111
8,LIN:IIDEC1,Inmobiliaria Ide SA,Lima Stock Exchange,Peru,Real Estate,422996.2661756432,0.0481622,,
9,LIN:INDECOI1,Indeco SA,Lima Stock Exchange,Peru,Industrials,187321002.14307585,-0.0616074,0.52129298908052,6.76476
10,LIN:MICHEI1,Michell y Cia SA,Lima Stock Exchange,Peru,Consumer Cyclicals,67430745.230423,-0.2541917,0.58820520689479,4.65672
11,LIN:SHOUGEC1,Shougang Generacion Electrica SAA,Lima Stock Exchange,Peru,Utilities,21360288.476292767,-0.3325049,0.07953557362795,4.22325
12,LIN:TRADIC1,Tradi SA,Lima Stock Exchange,Peru,Basic Materials,109312055.6493274,-0.2479979,,
13,LJE:KSFR,KS Nalozbe d.d.,Ljubljana Stock Exchange,Slovenia,Financials,5961206.696656309,25.52117,0.46375736214812,0.45168
14,LJE:MR1R,M1 d.d. Ljubljana,Ljubljana Stock Exchange,Slovenia,Financials,1767912.628112971,-0.323262,,
15,LON:ASPL,Aseana Properties Limited,London Stock Exchange (LON),Jersey,Real Estate,1329000.0,-0.8633419,0.225,
16,LON:BGLF,Blackstone Loan Financing Ltd,London Stock Exchange (LON),Jersey,Financials,40393138.70982701,-0.4283642,0.95070259240365,3.37157
17,LON:CAD,Cadogan Petroleum Plc,London Stock Exchange (LON),Ukraine,Energy,5105000.481212105,-0.1312117,0.04812121045468,33.23291
18,LON:G3E,G3 Exploration Ltd,London Stock Exchange (LON),China,Energy,0.0,,0.0,
19,LON:GIF,Gulf Investment Fund PLC,London Stock Exchange (LON),Isle of Man,Financials,41733000.0,8.063812,1.735,3.29391
20,LON:HPAC,Hermes Pacific Investments PLC,London Stock Exchange (LON),United Kingdom,Financials,0.0,,1.23056729152139,
21,LON:HTCF,Highbridge Tactical Credit Fund Ltd,London Stock Exchange (LON),Guernsey,Financials,13231415.01565555,7.526645,3.637009994941,2.18101
22,LON:JADE,Jade Road Investments Ltd,London Stock Exchange (LON),Hong Kong,Financials,2473993.922978565,0.1029871,0.24748051090977,17.50451
23,LON:KKVL,KKV Secured Loan Fund Limited,London Stock Exchange (LON),Guernsey,Financials,50562697.40350301,-0.0685485,0.19483982115755,
24,LON:MAFL,Mineral + Financial Investments Ltd,London Stock Exchange (LON),Cayman Islands,Financials,992657.615160589,-0.7264506,0.15382091144017,12.64045
25,LON:MIN,Minoan Group plc,London Stock Exchange (LON),United Kingdom,Consumer Cyclicals,0.0,,0.01264749716286,
26,LON:NAR,Northamber Plc,London Stock Exchange (LON),United Kingdom,Consumer Cyclicals,72241136.49725857,0.0497924,0.7998687394889,39.93174
27,LON:OPP,Origo Partners PLC,London Stock Exchange (LON),Isle of Man,Financials,-542999.7387705719,-6.24,0.00144363631364,
28,LON:ORCH,Orchard Funding Group PLC,London Stock Exchange (LON),United Kingdom,Financials,7219328.110258829,-0.0366721,0.75201334481863,12.43781
29,LON:SCHO,Scholium Group PLC,London Stock Exchange (LON),United Kingdom,Consumer Cyclicals,8243433.556202742,-0.1741096,0.45120800689118,
30,LON:SCIR,Scirocco Energy PLC,London Stock Exchange (LON),United Kingdom,Financials,0.0,,0.01531372629449,
31,LON:SIM,SimiGon Ltd.,London Stock Exchange (LON),Israel,Technology,3221000.096242421,-0.3402294,0.06530735704563,
32,LON:SMIF,Twentyfour Select Monthly Incm Fd Ltd,London Stock Exchange (LON),Guernsey,Financials,17313671.602608804,0.3649637,1.31533970493731,3.71701
33,LON:SSIF,Secured Income Fund PLC,London Stock Exchange (LON),United Kingdom,Financials,5899886.514349782,0.063856,0.34182424764483,
34,LON:TECH,TechFinancials Inc,London Stock Exchange (LON),Cyprus,Technology,1308993.1667881154,-0.6170275,0.00515584397729,0.30906
35,LON:TFIF,TwentyFour Income Fund Ltd,London Stock Exchange (LON),Guernsey,Financials,180720838.9734334,3.237014,1.53137262944884,4.48287
36,LON:TREE,Cambium Global Timberland Limited,London Stock Exchange (LON),Jersey,Financials,0.0,,0.08203781943476,
37,LON:UVEL,UniVision Engineering Limited,London Stock Exchange (LON),Hong Kong,Technology,14965462.078017967,0.0202031,0.01367296990579,6.80272
38,LON:VCAP,Vector Capital PLC,London Stock Exchange (LON),United Kingdom,Financials,5913559.484255576,0.2037295,0.6152836457607,7.64786
39,LON:VEN,Ventus VCT Plc,London Stock Exchange (LON),United Kingdom,Financials,11419664.465318512,3.184369,1.48351723477857,5.01641
40,LON:VEN2,Ventus 2 VCT Plc,London Stock Exchange (LON),United Kingdom,Financials,12953771.688748512,4.071735,1.14169298713374,3.93534
41,MAL:NITL,National Investment Trust Ltd,Malawi Stock Exchange,Malawi,Financials,451915.57267706416,0.1852106,0.1146974853823,5.29428
42,MAU:ACC.I0000,Associated Commercial Co Ltd,Mauritius Stock Exchange,Mauritius,Consumer Cyclicals,6289302.923976608,0.1163713,3.95321637426901,12.8941
43,MCE:MVC,Metrovacesa SA,Mercado Continuo Espana,Spain,Real Estate,171440662.24551314,-0.0844354,7.98822056300144,
44,MCE:S4187,Compania General de Inversiones SICAV SA,Mercado Continuo Espana,Spain,Financials,0.0,-1.0,1.80865371237768,9.95596
45,MCE:UBS,Urbas Grupo Financiero SA,Mercado Continuo Espana,Spain,Consumer Cyclicals,24952464.870379817,2.624453,0.01889811250754,8.53403
46,MCX:armz,Arzamasskiy Mashinostroitel-nyi Zavod AO,Moscow Interbank Currency Exchange,Russian Federation,Industrials,192267165.2173844,-0.0878773,,
47,MCX:BRZL,Buryatzoloto PAO,Moscow Interbank Currency Exchange,Russian Federation,Basic Materials,60355320.19358912,-0.1647006,17.22662551728975,
48,MCX:GTLC,Dzhitiel PAO,Moscow Interbank Currency Exchange,Russian Federation,Industrials,0.0,,0.00082205232517,5860.0
49,MCX:KRKN,Saratovskiy Neftepererabtyyshchy Zvd PAO,Moscow Interbank Currency Exchange,Russian Federation,Energy,164561408.4309462,-0.2129452,171.845409272638,2.00063
50,MCX:LNZL,Lenozoloto PAO,Moscow Interbank Currency Exchange,Russian Federation,Basic Materials,953917.3739215824,-0.1904762,166.37441256926422,2.0909
1,MCX:MORI,Morion PAO,Moscow Interbank Currency Exchange,Russian Federation,Technology,,,0.06046152767062,
2,MCX:ORUP,OR Group PAO,Moscow Interbank Currency Exchange,Russian Federation,Consumer Cyclicals,151107385.84554955,-0.2138888,0.34733814968086,2.56407
3,MCX:SELL,Selestra PAO,Moscow Interbank Currency Exchange,Russian Federation,Basic Materials,168.89471917875042,,,
4,MCX:ZILL,AMO ZIL PAO,Moscow Interbank Currency Exchange,Russian Federation,Industrials,916532.2297818616,-0.0626659,59.6198358700989,0.41213
5,MNC:MB7,Munich Brand Hub AG,Munich Stock Exchange,Germany,Consumer Cyclicals,32649283.49487548,,1.71590223994806,
6,MNG:CRNA,UTIP Crna Gora A.D. Podgorica,Montenegro Stock Exchange,Montenegro,Consumer Cyclicals,4193456.3836200894,-0.2950355,0.41738162593331,4.70465
7,MNG:PLAP,13 Jul Plantaze ad Podgorica,Montenegro Stock Exchange,Montenegro,Consumer Non-Cyclicals,36047674.25682882,0.0053394,0.13912720864444,10.22147
8,MSE:BESK,Beton AD Skopje,Macedonian Stock Exchange,Macedonia,Industrials,30318783.068783067,0.3045585,68.04610733182162,
9,MSE:FUBT,Fustelarko Borec AD Bitola,Macedonian Stock Exchange,Macedonia,Basic Materials,4186281.1791383214,0.025207,29.62962962962963,7.91996
10,MSE:MAKS,Makoteks AD Skopje,Macedonian Stock Exchange,Macedonia,Consumer Cyclicals,358408.91912320483,0.0763861,,
11,MSE:RZEK,RZ Ekonomika AD Skopje,Macedonian Stock Exchange,Macedonia,Industrials,243688.5865457294,-0.0222155,0.9448223733938,
12,MSE:RZUS,RZ Uslugi AD Skopje,Macedonian Stock Exchange,Macedonia,Utilities,3101946.334089191,-0.1377055,1.00151171579743,
13,MSM:AKPI,Gulf Plastic Industries SAOG Co,Muscat Securities Market,Oman,Basic Materials,13749162.14179938,-0.0215901,,
14,MSM:GICI,Gulf International Chemicals SAOG,Muscat Securities Market,Oman,Basic Materials,4976799.771375127,-0.134496,0.27279104206178,14.1129
15,MXK:ARA*,Consorcio Ara SAB de CV,Mexico Stock Exchange,Mexico,Consumer Cyclicals,265816008.56906372,-0.2889768,0.21471347193145,10.679
16,MXK:FCFE18,CFECapital S de RL de CV,Mexico Stock Exchange,Mexico,Financials,101545498.80714735,-0.672447,,5.19737
17,MXK:GOMO*,Grupo Comercial Gomo SAB de CV,Mexico Stock Exchange,Mexico,Consumer Cyclicals,18741321.388577826,-0.1372674,,
18,MXK:QUMMAB,Grupo Qumma SAB de CV,Mexico Stock Exchange,Mexico,Consumer Cyclicals,6141146.11227421,-0.6565902,,
19,NAG:1777,"KAWASAKI SETSUBI KOGYO CO., LTD.",Nagoya Stock Exchange,Japan,Industrials,192630652.82421255,-0.0531387,3.87119479148337,5.10406
20,NAG:3504,Maruhachi Holdings Co Ltd,Nagoya Stock Exchange,Japan,Consumer Cyclicals,112765792.71511523,-0.0558398,6.95935245468942,22.85821
21,NAG:3808,OKWAVE Inc,Nagoya Stock Exchange,Japan,Technology,19326728.8404012,-0.5419314,3.14094668308992,4.58333
22,NAG:3952,"CHUOH PACK INDUSTRY CO., LTD.",Nagoya Stock Exchange,Japan,Basic Materials,81291219.42635931,-0.1169001,9.85395037832131,15.90982
23,NAG:5461,Chubu Steel Plate Co Ltd,Nagoya Stock Exchange,Japan,Basic Materials,354803800.8094316,-0.0932455,7.24969206405068,22.01779
24,NAG:5979,"KANESO Co., LTD.",Nagoya Stock Exchange,Japan,Consumer Cyclicals,57160021.115607955,-0.1467609,35.63258842160831,103.0128
25,NAG:5993,Chita Kogyo Co Ltd,Nagoya Stock Exchange,Japan,Industrials,100882720.394158,-0.1502162,6.23790251627661,4.0058
26,NAG:6142,FUJI SEIKO LIMITED,Nagoya Stock Exchange,Japan,Industrials,152686697.16698927,-0.1883571,12.20306176315326,9.03945
27,NAG:6295,"FUJI HENSOKUKI CO., LTD.",Nagoya Stock Exchange,Japan,Industrials,54889055.07654408,-0.1715718,2.70983635403836,20.18415
28,NAG:6797,Nagoya Electric Works Co Ltd,Nagoya Stock Exchange,Japan,Industrials,189923103.9943692,0.134594,16.13584374450114,2.96635
29,NAG:6846,"Chuo Seisakusho, Ltd.",Nagoya Stock Exchange,Japan,Industrials,28638386.41562555,-0.2518641,13.22364948090797,
30,NAG:8071,Tokai Electronics Co Ltd,Nagoya Stock Exchange,Japan,Industrials,410665405.59563607,0.2333335,24.19496744677107,6.83388
31,NAG:8145,Chubu Suisan Co Ltd,Nagoya Stock Exchange,Japan,Consumer Non-Cyclicals,359319901.4604962,0.0153952,22.33855358085518,16.09768
32,NASD:ABIO,Arca Biopharma Inc,NASDAQ,United States,Healthcare,0.0,,2.79,
33,NASD:ADVM,Adverum Biotechnologies Inc,NASDAQ,United States,Healthcare,0.0,-1.0,2.06,
34,NASD:APWC,Asia Pacific Wire + Cable CorporationLtd,NASDAQ,Taiwan,Industrials,313564000.0,-0.0727348,2.95,
35,NASD:ARDX,Ardelyx Inc,NASDAQ,United States,Healthcare,7571000.0,0.43363,1.08,
36,NASD:ASMB,Assembly Biosciences Inc,NASDAQ,United States,Healthcare,79105000.0,3.955522,3.26,
37,NASD:ASTC,Astrotech Corp,NASDAQ,United States,Industrials,334000.0,-0.3155738,0.98,
38,NASD:BCEL,Atreca Inc,NASDAQ,United States,Healthcare,0.0,,5.53,
39,NASD:BDTX,Black Diamond Therapeutics Inc,NASDAQ,United States,Healthcare,0.0,,8.18,
40,NASD:BHAT,Blue Hat Interactv Entrtnmnt Technlgy,NASDAQ,China,Consumer Cyclicals,30191070.0,0.2667158,0.573,2.73104
41,NASD:CMPI,Checkmate Pharmaceuticals Inc,NASDAQ,United States,Healthcare,0.0,,4.1,
42,NASD:CNCE,Concert Pharmaceuticals Inc,NASDAQ,United States,Healthcare,7902000.0,6.337047,2.88,
43,NASD:CREG,China Recycling Energy Corp.,NASDAQ,China,Industrials,0.0,-1.0,6.0,4.15988
44,NASD:DUO,Fangdd Network Group Ltd - ADR,NASDAQ,China,Real Estate,380763441.7461405,-0.3189803,0.9214526939579,
45,NASD:ELDN,Eledon Pharmaceuticals Inc,NASDAQ,United States,Healthcare,0.0,,5.63,
46,NASD:EVK,Ever-Glory International Group Inc,NASDAQ,China,Consumer Cyclicals,267354000.0,-0.3021318,2.67,5.78649
47,NASD:FBRX,Forte Biosciences Inc,NASDAQ,United States,Healthcare,0.0,-1.0,2.78,
48,NASD:FRLN,Freeline Therapeutics Holdings PLC (ADR),NASDAQ,United Kingdom,Healthcare,0.0,,3.21,
49,NASD:FWP,Forward Pharma A/S,NASDAQ,Denmark,Healthcare,0.0,,6.6,
50,NASD:GIGM,GigaMedia Limited,NASDAQ,Taiwan,Technology,6875000.0,0.0346234,2.47,
1,NASD:GLTO,Galecto Inc,NASDAQ,Denmark,Healthcare,0.0,,3.42,
2,NASD:GLYC,GlycoMimetics Inc,NASDAQ,United States,Healthcare,10162940.0,,1.98,
3,NASD:GRAY,Graybug Vision Inc,NASDAQ,United States,Healthcare,0.0,,3.54,
4,NASD:GURE,"Gulf Resources, Inc.",NASDAQ,China,Basic Materials,28207020.0,1.661913,5.76,
5,NASD:HAPP,Happiness Biotech Group Ltd,NASDAQ,China,Consumer Non-Cyclicals,71484700.0,0.0987175,0.8813,22.44207
6,NASD:LLL,JX Luxventure Ltd,NASDAQ,China,Consumer Cyclicals,10876150.0,-0.3394607,,
7,NASD:LUMO,Lumos Pharma Inc,NASDAQ,United States,Healthcare,168000.0,-0.8205128,9.25,
8,NASD:MOHO,Ecmoho Ltd - ADR,NASDAQ,China,Consumer Cyclicals,304938800.0,-0.0744845,0.5699,
9,NASD:NVFY,Nova Lifestyle Inc,NASDAQ,United States,Consumer Cyclicals,11350230.0,-0.4836881,2.25,
10,NASD:NXTC,NextCure Inc,NASDAQ,United States,Healthcare,22378000.0,2.52576,8.73,
11,NASD:ODT,Odonate Therapeutics Inc,NASDAQ,United States,Healthcare,0.0,,3.02,
12,NASD:RBCN,"Rubicon Technology, Inc.",NASDAQ,United States,Basic Materials,4467000.0,0.2668746,10.09,
13,NASD:SBTX,Silverback Therapeutics Inc,NASDAQ,United States,Healthcare,0.0,,9.86,
14,NASD:SECO,Secoo Holding Ltd - ADR,NASDAQ,China,Technology,1063337420.1059538,0.2706231,1.15931141539171,21.75581
15,NASD:SINO,"Sino-Global Shipping America, Ltd.",NASDAQ,United States,Industrials,5151030.0,-0.2118939,2.73,
16,NASD:SONM,Sonim Technologies Inc,NASDAQ,United States,Technology,63992000.0,-0.4495359,1.99,
17,NASD:SPRB,Spruce Biosciences Inc,NASDAQ,United States,Healthcare,0.0,,4.48,
18,NASD:TANH,Tantech Holdings Ltd,NASDAQ,China,Basic Materials,42283670.0,-0.1411095,0.6961,
19,NASD:TARA,Protara Therapeutics Inc,NASDAQ,United States,Healthcare,0.0,,6.84,
20,NASD:TLIS,Talis Biomedical Corp,NASDAQ,United States,Healthcare,10938000.0,1.750314,5.72,
21,NASD:TUSK,Mammoth Energy Services Inc,NASDAQ,United States,Energy,313076000.0,-0.499088,3.38,
22,NASD:UTSI,UTStarcom Holdings Corp,NASDAQ,China,Technology,24310000.0,-0.6295506,1.13,
23,NASD:YQ,17 Education + Technology Group Inc-ADR,NASDAQ,China,Academic/Educational Services,201057280.01796052,2.186183,0.85609151588323,
24,NBO:SCAN,Wpp Scangroup Ltd,Nairobi Stock Exchange,Kenya,Consumer Cyclicals,57256388.26185101,-0.3168583,0.04433408577878,4.5218
25,NBO:TOTL,Total Kenya Limited,Nairobi Stock Exchange,Kenya,Energy,590800722.3476298,-0.4151504,0.22076749435666,4.66534
26,NEX:HUA.H,Huaxing Machinery Corp,NEX Board of TSX Venture Exchange,Canada,Industrials,29094930.055793643,0.3456053,,
27,NEX:KHA.H,Knighthawk Inc.,NEX Board of TSX Venture Exchange,Canada,Industrials,0.0,,0.02830112395892,
28,NEX:TCI.H,Target Capital Inc,NEX Board of TSX Venture Exchange,Canada,Financials,479566.5885016576,-0.1579874,0.01617207083367,
29,NEX:TVR.H,Tri River Ventures Inc,NEX Board of TSX Venture Exchange,Canada,Basic Materials,0.0,,,
30,NEX:VDO.H,Nevado Resources Corp,NEX Board of TSX Venture Exchange,Canada,Basic Materials,0.0,,0.0929894072936,1.57448
31,NFF:DWELLOP,Dwellop AS,Norweigan Securities Dealers Association,Norway,Energy,5978736.1290398985,-0.3738626,1.18428688165421,
32,NFF:TCCO,Containership Company AS,Norweigan Securities Dealers Association,Norway,Industrials,0.0,,0.00118428688165,
33,NIG:LEARNAFRCA,Learn Africa PLC,Nigerian Stock Exchange,Nigeria,Consumer Cyclicals,5831401.59005974,-0.1670762,0.00307429539894,14.01869
34,NIG:MEYER,Meyer Plc,Nigerian Stock Exchange,Nigeria,Basic Materials,2019272.8554526567,-0.2517973,0.00048798339666,0.08465
35,NIG:RAKUNITY,Rak Unity Petroleum Company PLC,Nigerian Stock Exchange,Nigeria,Energy,3435669.0634215185,-0.6813692,0.00073197509499,
36,NIG:UPL,University Press Plc,Nigerian Stock Exchange,Nigeria,Consumer Cyclicals,3463271.8442534623,-0.3128306,0.00365987547493,
37,NLB:FGX,Faircourt Gold Income Corp.,Aequitas NEO-L,Canada,Financials,4437333.225519528,0.0501875,3.09695156464785,
38,NSE:63MOONS,63 Moons Technologies Ltd,National Stock Exchange of India,India,Technology,21370220.93884002,-0.2431819,1.34043787637295,
39,NSE:AGRITECH,Agri-Tech (India) Ltd,National Stock Exchange of India,India,Consumer Non-Cyclicals,25727.337596948335,-0.4975528,1.00366119599069,
40,NSE:AIFL,Ashapura Intimates Fashion Ltd,National Stock Exchange of India,India,Consumer Cyclicals,45824582.69701436,0.1100212,,
41,NSE:ANIKINDS,Anik Industries Ltd,National Stock Exchange of India,India,Industrials,17833852.391781315,-0.731899,0.2927623023521,6.73016
42,NSE:ANSALHSG,Ansal Housing Ltd,National Stock Exchange of India,India,Real Estate,22748671.23260265,0.0406245,0.08536121799788,
43,NSE:ASLIND,Asl Industries Ltd,National Stock Exchange of India,India,Basic Materials,1790127.4416309327,-0.800479,0.24407973271269,8.89809
44,NSE:BANG,Bang Overseas Limited,National Stock Exchange of India,India,Consumer Cyclicals,7618029.889763989,-0.483648,0.48749258090976,13.80365
45,NSE:BANSAL,Bansal Multiflex Ltd,National Stock Exchange of India,India,Consumer Cyclicals,6283747.357470106,3.00465,,
46,NSE:BCP,B C Power Controls Ltd,National Stock Exchange of India,India,Industrials,20039959.720175255,-0.2196811,0.05268387673307,120.1704
47,NSE:BGLOBAL,Bharatiya Global Infomedia Ltd,National Stock Exchange of India,India,Technology,1490673.620049216,0.0698396,0.03467799481164,8.90167
48,NSE:BINDALAGRO,Oswal Greentech Ltd,National Stock Exchange of India,India,Real Estate,2585417.903181706,0.0586786,0.32210522103887,12.36091
49,NSE:BRIGHT,Bright Solar Ltd,National Stock Exchange of India,India,Industrials,3130294.562890544,-0.5912261,0.07469106574814,23.86126
50,NSE:CELESTIAL,Celestial Biolabs Limited,National Stock Exchange of India,India,Consumer Non-Cyclicals,6532027.128862095,0.1438668,,
1,NSE:CKFSL,Cox + Kings Financial Service Ltd,National Stock Exchange of India,India,Financials,13585424.572026862,0.0746762,0.00466819160926,
2,NSE:CKPLEISURE,CKP Leisure Ltd,National Stock Exchange of India,India,Consumer Cyclicals,168808.34405905928,-0.8709044,0.05401764576428,
3,NSE:COFFEEDAY,Coffee Day Enterprises Ltd,National Stock Exchange of India,India,Consumer Cyclicals,113826516.66210961,-0.6656454,0.49282765703463,
4,NSE:CREATIVEYE,Creative Eye Ltd,National Stock Exchange of India,India,Consumer Cyclicals,817333.6623296943,-0.6615479,0.05135010770185,
5,NSE:DOLPHINOFF,Dolphin Offshore Enterprises (India) Ltd,National Stock Exchange of India,India,Energy,22368053.564164292,-0.1919224,,
6,NSE:DSKULKARNI,D S Kulkarni Developers Ltd,National Stock Exchange of India,India,Real Estate,15064947.882975103,-0.3683002,,
7,NSE:ELNET,Elnet Technologies Ltd,National Stock Exchange of India,India,Real Estate,2848717.2476342274,-0.1114328,,
8,NSE:EON,EON Electric Ltd,National Stock Exchange of India,India,Industrials,10312983.57463438,-0.5127317,0.08536121799788,
9,NSE:EXCEL,Excel Realty N Infra Ltd,National Stock Exchange of India,India,Technology,1016310.3947289448,-0.195433,0.04134683996772,
10,NSE:GITANJALI,Gitanjali Gems Limited,National Stock Exchange of India,India,Consumer Cyclicals,2210438076.438303,0.1850888,,
11,NSE:GOENKA,Goenka Diamond and Jewels Limited,National Stock Exchange of India,India,Consumer Cyclicals,467112.59011277015,-0.7262901,0.01533834385899,
12,NSE:HDIL,Housing Development + Infrastructure,National Stock Exchange of India,India,Real Estate,95810017.93919347,0.8525831,0.0713566431701,2.71789
13,NSE:JAINSTUDIO,Jain Studios Ltd,National Stock Exchange of India,India,Consumer Cyclicals,14298.004014644785,-0.9660426,0.02934291868677,
14,NSE:KOTHARIPRO,Kothari Products Ltd.,National Stock Exchange of India,India,Industrials,415742475.87545264,-0.2421929,1.41979713373035,
15,NSE:LEEL,LEEL Electricals Ltd,National Stock Exchange of India,India,Industrials,261761508.75952807,-0.3506649,,
16,NSE:LYPSAGEMS,Lypsa Gems + Jewellery Ltd,National Stock Exchange of India,India,Consumer Cyclicals,1121819.7944661921,-0.593586,0.07469106574814,1.07231
17,NSE:MANAKSIA,Manaksia Limited,National Stock Exchange of India,India,Basic Materials,114842621.92316157,0.0057807,0.89295836639969,5.38584
18,NSE:MITTAL,Mittal Life Style Ltd,National Stock Exchange of India,India,Consumer Cyclicals,6956034.971423999,-0.4695799,0.13937886376216,53.43355
19,NSE:MVL,MVL Ltd,National Stock Exchange of India,India,Real Estate,29769.72477676041,1.383597,,
20,NSE:NILASPACES,Nila Spaces Ltd,National Stock Exchange of India,India,Real Estate,6018499.376462977,-0.4851779,0.02467472707751,
21,NSE:NUTEK,Nu Tek India Limited,National Stock Exchange of India,India,Technology,4883155.164020247,-0.0667233,,
22,NSE:OMFURN,Omfurn India Ltd,National Stock Exchange of India,India,Industrials,2727425.625704397,-0.484501,0.12003921280952,6.20181
23,NSE:OMINFRAL,Om Infra Ltd,National Stock Exchange of India,India,Industrials,31429146.854639184,0.2596366,0.43814312675474,74.18699
24,NSE:ONELIFECAP,Onelife Capital Advisors Ltd,National Stock Exchange of India,India,Financials,875245.9136651306,-0.3202329,0.25074857786877,
25,NSE:ORIENTALTL,Oriental Trimex Limited,National Stock Exchange of India,India,Basic Materials,2434288.534254523,-0.7561063,0.12070609732513,
26,NSE:OSWALAGRO,Oswal Agro Mills Ltd,National Stock Exchange of India,India,Financials,3903527.152203053,1.003856,0.23340958046295,11.45003
27,NSE:PARASPETRO,Paras Petrofils Ltd,National Stock Exchange of India,India,Consumer Cyclicals,0.0,,,
